card_id	quest_relevance	review_status	review_note	source
item.fremennik_shield.3758	Used during The Fremennik Exiles	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Fremennik Exiles
item.fresh_monkfish.7942	Used during Fish Monkfish	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Fish Monkfish
item.fruit_blast.2084	Used during Recipe for Disaster	approved	Direct required item in Recipe for Disaster; corrected legacy quest attribution	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Recipe for Disaster; OSRS Wiki: Recipe for Disaster
item.fur.6814	Used during The Great Brain Robbery	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Great Brain Robbery
item.games_necklace.3867	Used during Death to the Dorgeshuun	approved	Direct required-item associations reviewed across multiple Quest Helper quest definitions	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Death to the Dorgeshuun
item.gardening_trowel.5325	Used during Garden Of Tranquillity	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Garden Of Tranquillity
item.garlic.1550	Used during Fishing Contest, Vampyre Slayer and While Guthix Sleeps	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Fishing Contest; Vampyre Slayer; While Guthix Sleeps
item.garlic_powder.4668	Used during Desert Treasure I	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Desert Treasure I
item.gas_mask.1506	Used during Biohazard	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Biohazard
item.ghostly_boots.6106	Used during The General's Shadow	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The General's Shadow
item.ghostly_cloak.6111	Used during The General's Shadow	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The General's Shadow
item.ghostly_gloves.6110	Used during The General's Shadow	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The General's Shadow
item.ghostly_hood.6109	Used during The General's Shadow	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The General's Shadow
item.ghostly_robe.6107	Used during The General's Shadow	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The General's Shadow
item.ghostspeak_amulet.552	Used during multiple quests, including Animal Magnetism, Ghosts Ahoy and Nature Spirit; Used during Dragon Slayer II	approved	Direct required-item associations reviewed across multiple Quest Helper quest definitions; Reviewed direct or route-dependent Dragon Slayer II requirement	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Animal Magnetism; Ghosts Ahoy; Nature Spirit; The General's Shadow; The Restless Ghost; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
item.glarial_s_amulet.295	Used during Waterfall Quest	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Waterfall Quest
item.glassblowing_pipe.1785	Used during Dragon Slayer II and The Fremennik Exiles	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Dragon Slayer II; The Fremennik Exiles
item.glowing_dagger.747	Used during Legends' Quest	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Legends' Quest
item.goat_dung.22590	Used during Making Friends With My Arm	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Making Friends With My Arm
item.goat_horn_dust.9736	Used during While Guthix Sleeps	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: While Guthix Sleeps
item.goblin_mail.288	Used during Goblin Diplomacy and Land of the Goblins	approved	Direct reviewed requirement; corrected legacy quest attribution where applicable	OSRS Wiki: Goblin Diplomacy; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Land of the Goblins; OSRS Wiki: Land of the Goblins
item.gold-bar	Used during Between A Rock, Legends Quest, Monkey Madness I, The Giant Dwarf and Watchtower	approved	Direct required item; consolidated exact active-catalogue match	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Between A Rock, Legends Quest, Monkey Madness I, The Giant Dwarf and Watchtower
item.gold-ore	Used during The Giant Dwarf	approved	Exact catalogue-name match to direct required-item rows; variants, recommendations, alternatives, teleports, diary/skill helpers and ambiguous quantity rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Giant Dwarf
item.gold_helmet.4567	Used during Between a Rock...	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Between a Rock...
item.golden_bowl.723	Used during Legends' Quest	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Legends' Quest
item.golden_feather.2950	Used during Eagles’ Peak	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Eagles’ Peak
item.golden_wool.3694	Used during The Fremennik Trials	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Fremennik Trials
item.gorilla_bones.3181	Used during Monkey Madness I	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Monkey Madness I
item.goutweed.3261	Used during Eadgar's Ruse, Dream Mentor and Dragon Slayer II	approved	Direct required item across three quests	Quest Helper pinned source; quest catalogue-gap review
item.grail_bell.17	Used during Holy Grail	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Holy Grail
item.grain.1947	Used during Cook's Assistant and Eadgar's Ruse	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Cook's Assistant; Eadgar's Ruse
item.granite_5kg.6983	Used during Enakhra's Lament	approved	Exact 5 kg granite requirement; other weights excluded	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
item.grapes.1987	Used during Monkey Madness II	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Monkey Madness II
item.green_dye.1771	Used during Ghosts Ahoy and Mourning’s End Part I	approved	Direct required-item associations reviewed across multiple Quest Helper quest definitions	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Ghosts Ahoy; Mourning’s End Part I
item.greenman_s_ale.1909	Used during Recipe for Disaster	approved	Exact standard Greenman's ale requirement; mature variants excluded	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
item.griffin_feather.11196	Used during Grim Tales	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Grim Tales
item.grimy_ardrigal.1527	Used during Jungle Potion	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Jungle Potion
item.grimy_irit_leaf.209	Used during Biohazard	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Biohazard
item.grimy_rogue_s_purse.1533	Used during Jungle Potion	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Jungle Potion
item.grimy_sito_foil.1529	Used during Jungle Potion	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Jungle Potion
item.grimy_snake_weed.1525	Used during Jungle Potion	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Jungle Potion
item.grimy_volencia_moss.1531	Used during Jungle Potion	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Jungle Potion
item.ground_bat_bones.2391	Used during Watchtower	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Watchtower
item.guam_leaf.249	Used during Lunar Diplomacy, One Small Favour and While Guthix Sleeps	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Lunar Diplomacy; One Small Favour; While Guthix Sleeps
item.guam_potion_unf.91	Used during Watchtower	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Watchtower
item.guthix_cape.2413	Reward choice from Mage Arena I; usable during Mage Arena II	approved	One of the three exact god-cape choices; alternatives are choice-equivalent rather than cumulatively required	OSRS Wiki: Mage Arena I; Mage Arena II; Guthix cape
item.guthix_rest_4.4417	Used during One Small Favour	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: One Small Favour
item.guthix_staff.2416	Reward choice from Mage Arena I; used to unlock a god spell and usable during Mage Arena II	approved	Exact god-staff choice; only one alignment is required for Mage Arena I completion	OSRS Wiki: Mage Arena I; Mage Arena II; Guthix staff
item.ham_boots.4310	Used during Death to the Dorgeshuun	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Death to the Dorgeshuun
item.ham_cloak.4304	Used during Death to the Dorgeshuun	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Death to the Dorgeshuun
item.ham_gloves.4308	Used during Death to the Dorgeshuun	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Death to the Dorgeshuun
item.ham_hood.4302	Used during Death to the Dorgeshuun	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Death to the Dorgeshuun
item.ham_logo.4306	Used during Death to the Dorgeshuun	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Death to the Dorgeshuun
item.ham_robe.4300	Used during Death to the Dorgeshuun	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Death to the Dorgeshuun
item.ham_shirt.4298	Used during Death to the Dorgeshuun	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Death to the Dorgeshuun
item.hammer	Used during Prying Times, Sleeping Giants, The Great Brain Robbery and While Guthix Sleeps; Used during Dragon Slayer II	approved	Exact catalogue-name match to direct required-item rows; variants, recommendations, alternatives, teleports, diary/skill helpers and ambiguous quantity rows excluded; Reviewed direct or route-dependent Dragon Slayer II requirement	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Prying Times; Sleeping Giants; The Great Brain Robbery; While Guthix Sleeps; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
item.hard_hat.10862	Used during Tower Of Life	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Tower Of Life
item.hard_leather.1743	Used during Animal Magnetism	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Animal Magnetism
item.harralander.255	Used during One Small Favour and While Guthix Sleeps	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: One Small Favour; While Guthix Sleeps
item.harralander_potion_unf.97	Used during Heroes’ Quest	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Heroes’ Quest
item.hazeel_s_mark.2406	Used during Hazeel Cult	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Hazeel Cult
item.helm_of_neitiznot.10828	Reward for completing The Fremennik Isles	approved	Quest reward and equipment unlock	OSRS Wiki: Helm of neitiznot
item.herb_tea_mix.4464	Used during One Small Favour	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: One Small Favour
item.hespori_bark.25968	Used during A Night at the Theatre	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Night at the Theatre
item.holy_symbol.1718	Used during Animal Magnetism and The Great Brain Robbery	approved	Direct required-item associations reviewed across multiple Quest Helper quest definitions	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Animal Magnetism; The Great Brain Robbery
item.holy_wrench.6714	Used during Rum Deal	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Rum Deal
item.hunters_talisman.3696	Used during The Fremennik Trials	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Fremennik Trials
item.ice_arrows.78	Used during Temple of Ikov	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Temple of Ikov
item.ice_cooler.6696	Used during Rag and Bone Man II	approved	Direct required route item	Quest Helper pinned source; quest catalogue-gap review
item.ice_gloves.1580	Used during Heroes’ Quest, Recipe for Disaster and The Fremennik Exiles	approved	Direct required-item associations reviewed across multiple Quest Helper quest definitions	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Heroes’ Quest; Recipe for Disaster; The Fremennik Exiles
item.icy_basalt.22599	Used during Desert Treasure II	approved	Direct required-item associations reviewed across multiple Quest Helper quest definitions	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Desert Treasure II
item.imbued_barronite.28806	Used during Defender of Varrock	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Defender of Varrock
item.infused_earth_talisman.28967	Used during Perilous Moon	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Perilous Moon
item.infused_water_talisman.28966	Used during Perilous Moon	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Perilous Moon
item.insect_repellent.28	Used during Holy Grail	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Holy Grail
item.insulated_boots.7159	Used during The Curse of Arrav	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Curse of Arrav
item.inversion_potion.23806	Used during Biohazard	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Biohazard
item.irit_leaf.259	Used during Biohazard	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Biohazard
item.iron-bar	Used during Animal Magnetism, Beneath Cursed Sands, Bone Voyage, Death Plateau, One Small Favour, Swan Song, The Giant Dwarf, The Knight's Sword, Throne of Miscellania and Troll Romance	approved	Direct required item; consolidated exact active-catalogue match	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Animal Magnetism, Beneath Cursed Sands, Bone Voyage, Death Plateau, One Small Favour, Swan Song, The Giant Dwarf, The Knight's Sword, Throne of Miscellania and Troll Romance
item.iron-chainbody	Used during Black Knights’ Fortress, King’s Ransom and While Guthix Sleeps	approved	Exact catalogue-name match to direct required-item rows; variants, recommendations, alternatives, teleports, diary/skill helpers and ambiguous quantity rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Black Knights’ Fortress; King’s Ransom; While Guthix Sleeps
item.iron-ore	Used during Doric’s Quest and The Giant Dwarf	approved	Exact catalogue-name match to direct required-item rows; variants, recommendations, alternatives, teleports, diary/skill helpers and ambiguous quantity rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Doric’s Quest; The Giant Dwarf
item.iron_spit.7225	Used during Big Chompy Bird Hunting and Recipe for Disaster	approved	Direct required item shared by Big Chompy Bird Hunting and Recipe for Disaster	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Big Chompy Bird Hunting; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Recipe for Disaster; OSRS Wiki: Recipe for Disaster
item.ivandis_flail.22398	Used during A Night at the Theatre, A Taste of Hope and Sins of the Father	approved	Direct required-item associations reviewed across multiple Quest Helper quest definitions	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Night at the Theatre; A Taste of Hope; Sins of the Father
item.jade.1611	Used during Legends' Quest and One Small Favour	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Legends' Quest; One Small Favour
item.jangerberries.247	Used during Watchtower	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Watchtower
item.jatoba_logs.32902	Used during Repair Town	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Repair Town
item.jerboa_tail.29166	Used during At First Light	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: At First Light
item.jogre_bones.3125	Used during Tai Bwo Wannai Trio	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Tai Bwo Wannai Trio
item.jug_of_vinegar.7810	Used during Rag And Bone Man I; Used during Rag and Bone Man II	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset; Direct bone-processing requirement in Rag and Bone Man II	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Rag And Bone Man I; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
item.jug_of_water.1937	Used during Monks Friend	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Monks Friend
item.karambwan_vessel.3157	Used during Tai Bwo Wannai Trio	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Tai Bwo Wannai Trio
item.karamjan_rum.431	Used during Pirates Treasure and Tai Bwo Wannai Trio	approved	Direct required-item associations reviewed across multiple Quest Helper quest definitions	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Pirates Treasure; Tai Bwo Wannai Trio
item.kebab.1971	Used during Forgettable Tale…	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Forgettable Tale…
item.kebbit_teeth_dust.10111	Used during While Guthix Sleeps	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: While Guthix Sleeps
item.keg_of_beer.3711	Used during The Fremennik Exiles and The Fremennik Trials	approved	Direct required-item associations reviewed across multiple Quest Helper quest definitions	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Fremennik Exiles; The Fremennik Trials
item.kelda_seed.6112	Used during Forgettable Tale…	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Forgettable Tale…
item.kelda_stout.6118	Used during Forgettable Tale…	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Forgettable Tale…
item.keris.10581	Used during Contact!	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Contact!
item.kharidian_headpiece.4591	Used during The Feud	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Feud
item.khazard_armour.75	Used during Fight Arena	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Fight Arena
item.khazard_helmet.74	Used during Fight Arena	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Fight Arena
item.killer_s_knife.20781	Used during Misthalin Mystery	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Misthalin Mystery
item.klank_s_gauntlets.1495	Used during Underground Pass	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Underground Pass
item.knife	Used during A Taste of Hope, Below Ice Mountain, Big Chompy Bird Hunting, Curse of the Empty Lord, Darkness of Hallowvale, Desert Treasure II, Elemental Workshop I, Getting Ahead, Ghosts Ahoy, Lost City, Misthalin Mystery, Perilous Moon, Recipe for Disaster, Sins of the Father, Spirits of the Elid, Tai Bwo Wannai Trio, The Final Dawn, The Fremennik Isles, The Fremennik Trials, The Tourist Trap, While Guthix Sleeps and Zogre Flesh Eaters; Used during Barbarian Training	approved	Direct required item; consolidated exact active-catalogue match; Canonical active-card identity resolved during quest completeness review	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope, Below Ice Mountain, Big Chompy Bird Hunting, Curse of the Empty Lord, Darkness of Hallowvale, Desert Treasure II, Elemental Workshop I, Getting Ahead, Ghosts Ahoy, Lost City, Misthalin Mystery, Perilous Moon, Recipe for Disaster, Sins of the Father, Spirits of the Elid, Tai Bwo Wannai Trio, The Final Dawn, The Fremennik Isles, The Fremennik Trials, The Tourist Trap, While Guthix Sleeps and Zogre Flesh Eaters; Quest completeness review batch 6
item.knife_blade.30965	Used during The Final Dawn	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Final Dawn
item.korbal_herb.28384	Used during Desert Treasure II	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Desert Treasure II
item.kuhu_essence.30962	Used during The Final Dawn	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Final Dawn
item.kwuarm.263	Used during Rat Catchers	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Rat Catchers
item.lantadyme.2481	Used during While Guthix Sleeps	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: While Guthix Sleeps
item.lantern_lens.4542	Used during The Hand in the Sand and While Guthix Sleeps	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Hand in the Sand; While Guthix Sleeps
item.lava_eel.2149	Used during Heroes’ Quest	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Heroes’ Quest
item.lava_rune.4699	Used during Swan Song	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Swan Song
item.law-rune	Used during Creature of Fenkenstrain, Darkness of Hallowvale, King's Ransom, Legends Quest, Spirits of the Elid, The Giant Dwarf and While Guthix Sleeps; Used during Wanted!	approved	Direct required item; consolidated exact active-catalogue match; Canonical active-card identity resolved during quest completeness review	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Creature of Fenkenstrain, Darkness of Hallowvale, King's Ransom, Legends Quest, Spirits of the Elid, The Giant Dwarf and While Guthix Sleeps; Quest completeness review batch 6
item.leather.1741	Used during Cold War, Elemental Workshop I and Mourning’s End Part I	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Cold War; Elemental Workshop I; Mourning’s End Part I
item.leather_gloves	Used during Witch’s House	approved	Exact catalogue-name match to direct required-item rows; variants, recommendations, alternatives, teleports, diary/skill helpers and ambiguous quantity rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Witch’s House
item.left_boot.5062	Used during The Giant Dwarf	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: The Giant Dwarf
item.lemon.2102	Used during Monkey Madness II	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Monkey Madness II
item.lens_mould.602	Used during Observatory Quest	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Observatory Quest
item.limestone.3211	Used during Regicide	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Regicide
item.limestone_brick.3420	Used during Shades of Mort’ton, Song of the Elves and The Heart of Darkness	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Shades of Mort’ton; Song of the Elves; The Heart of Darkness
item.limpwurt_root.225	Used during Temple of Ikov and While Guthix Sleeps	approved	Direct required-item associations reviewed across Quest Helper quest definitions; travel conveniences, alternatives and diary/skill helpers excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Temple of Ikov; While Guthix Sleeps
item.linen.4684	Used during Icthlarin’s Little Helper	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Icthlarin’s Little Helper
